source,target,edge_type
U00847,BB004,LOCATED_AT
U00848,H029,LOCATED_AT
U00849,H036,LOCATED_AT
U00850,BB056,LOCATED_AT
U00851,BB003,LOCATED_AT
U00852,H033,LOCATED_AT
U00853,H043,LOCATED_AT
U00854,H035,LOCATED_AT
U00855,BB093,LOCATED_AT
U00856,BB064,LOCATED_AT
U00857,H001,LOCATED_AT
U00858,BB098,LOCATED_AT
U00859,BB046,LOCATED_AT
U00860,H016,LOCATED_AT
U00861,BB039,LOCATED_AT
U00862,H023,LOCATED_AT
U00863,BB033,LOCATED_AT
U00864,H007,LOCATED_AT
U00865,H042,LOCATED_AT
U00866,H004,LOCATED_AT
U00867,H001,LOCATED_AT
U00868,BB013,LOCATED_AT
U00869,H009,LOCATED_AT
U00870,BB048,LOCATED_AT
U00871,H034,LOCATED_AT
U00872,H036,LOCATED_AT
U00873,H036,LOCATED_AT
U00874,BB006,LOCATED_AT
U00875,H036,LOCATED_AT
U00876,H050,LOCATED_AT
U00877,H010,LOCATED_AT
U00878,H033,LOCATED_AT
U00879,H015,LOCATED_AT
U00880,BB006,LOCATED_AT
U00881,H044,LOCATED_AT
U00882,BB014,LOCATED_AT
U00883,BB099,LOCATED_AT
U00884,H004,LOCATED_AT
U00885,BB006,LOCATED_AT
U00886,H033,LOCATED_AT
U00887,H007,LOCATED_AT
U00888,BB006,LOCATED_AT
U00889,BB068,LOCATED_AT
U00890,H037,LOCATED_AT
U00891,BB054,LOCATED_AT
U00892,BB045,LOCATED_AT
U00893,H001,LOCATED_AT
U00894,H049,LOCATED_AT
U00895,H044,LOCATED_AT
U00896,H050,LOCATED_AT
U00897,H019,LOCATED_AT
U00898,H019,LOCATED_AT
U00899,H005,LOCATED_AT
U00900,H050,LOCATED_AT
U00901,BB054,LOCATED_AT
U00902,BB009,LOCATED_AT
U00903,BB035,LOCATED_AT
U00904,BB055,LOCATED_AT
U00905,H044,LOCATED_AT
U00906,BB022,LOCATED_AT
U00907,H041,LOCATED_AT
U00908,BB095,LOCATED_AT
U00909,H013,LOCATED_AT
U00910,H021,LOCATED_AT
U00911,BB023,LOCATED_AT
U00912,BB044,LOCATED_AT
U00913,H033,LOCATED_AT
U00914,H037,LOCATED_AT
U00915,BB008,LOCATED_AT
U00916,H042,LOCATED_AT
U00917,H014,LOCATED_AT
U00918,BB067,LOCATED_AT
U00919,BB008,LOCATED_AT
U00920,BB029,LOCATED_AT
U00921,H027,LOCATED_AT
U00922,H007,LOCATED_AT
U00923,H018,LOCATED_AT
U00924,H046,LOCATED_AT
U00925,H032,LOCATED_AT
U00926,BB041,LOCATED_AT
U00927,BB043,LOCATED_AT
U00928,BB087,LOCATED_AT
U00929,H029,LOCATED_AT
U00930,BB053,LOCATED_AT
U00931,H029,LOCATED_AT
U00932,BB043,LOCATED_AT
U00933,H017,LOCATED_AT
U00934,BB011,LOCATED_AT
U00935,BB043,LOCATED_AT
U00936,H045,LOCATED_AT
U00937,H004,LOCATED_AT
U00938,BB087,LOCATED_AT
U00939,BB096,LOCATED_AT
U00940,BB016,LOCATED_AT
U00941,BB092,LOCATED_AT
U00942,BB061,LOCATED_AT
U00943,H005,LOCATED_AT
U00944,H013,LOCATED_AT
U00945,H026,LOCATED_AT
U00946,H020,LOCATED_AT
U00947,BB045,LOCATED_AT
U00948,H032,LOCATED_AT
U00949,H012,LOCATED_AT
U00950,BB033,LOCATED_AT
U00951,H046,LOCATED_AT
U00952,BB034,LOCATED_AT
U00953,BB037,LOCATED_AT
U00954,H047,LOCATED_AT
U00955,BB033,LOCATED_AT
U00956,H040,LOCATED_AT
U00957,H036,LOCATED_AT
U00958,BB050,LOCATED_AT
U00959,H016,LOCATED_AT
U00960,H026,LOCATED_AT
U00961,H026,LOCATED_AT
U00962,H004,LOCATED_AT
U00963,BB050,LOCATED_AT
U00964,BB083,LOCATED_AT
U00965,H023,LOCATED_AT
U00966,H048,LOCATED_AT
U00967,H039,LOCATED_AT
U00968,H015,LOCATED_AT
U00969,H002,LOCATED_AT
U00970,BB043,LOCATED_AT
U00971,BB072,LOCATED_AT
U00972,H049,LOCATED_AT
U00973,H041,LOCATED_AT
U00974,H013,LOCATED_AT
U00975,BB077,LOCATED_AT
U00976,BB024,LOCATED_AT
U00977,BB052,LOCATED_AT
U00978,BB067,LOCATED_AT
U00979,BB077,LOCATED_AT
U00980,BB043,LOCATED_AT
U00981,H043,LOCATED_AT
U00982,BB041,LOCATED_AT
U00983,BB086,LOCATED_AT
U00984,BB063,LOCATED_AT
U00985,H024,LOCATED_AT
U00986,BB097,LOCATED_AT
U00987,H003,LOCATED_AT
U00988,BB050,LOCATED_AT
U00989,H036,LOCATED_AT
U00990,H017,LOCATED_AT
U00991,BB049,LOCATED_AT
U00992,BB030,LOCATED_AT
U00993,BB006,LOCATED_AT
U00994,BB041,LOCATED_AT
U00995,H044,LOCATED_AT
U00996,H004,LOCATED_AT
U00997,H047,LOCATED_AT
U00998,BB096,LOCATED_AT
U00999,H044,LOCATED_AT
U01000,BB031,LOCATED_AT
U01001,BB099,LOCATED_AT
U01002,H007,LOCATED_AT
U01003,BB043,LOCATED_AT
U01004,H003,LOCATED_AT
U01005,BB078,LOCATED_AT
U01006,H006,LOCATED_AT
U01007,H033,LOCATED_AT
U01008,BB059,LOCATED_AT
U01009,BB010,LOCATED_AT
U01010,BB064,LOCATED_AT
U01011,BB021,LOCATED_AT
U01012,H046,LOCATED_AT
U01013,H008,LOCATED_AT
U01014,H011,LOCATED_AT
U01015,BB008,LOCATED_AT
U01016,BB027,LOCATED_AT
U01017,H023,LOCATED_AT
U01018,H021,LOCATED_AT
U01019,BB010,LOCATED_AT
U01020,BB090,LOCATED_AT
U01021,H045,LOCATED_AT
U01022,H013,LOCATED_AT
U01023,H028,LOCATED_AT
U01024,H017,LOCATED_AT
U01025,H049,LOCATED_AT
U01026,H023,LOCATED_AT
U01027,BB084,LOCATED_AT
U01028,H008,LOCATED_AT
U01029,BB032,LOCATED_AT
U01030,H048,LOCATED_AT
U01031,BB022,LOCATED_AT
U01032,H029,LOCATED_AT
U01033,H049,LOCATED_AT
U01034,BB021,LOCATED_AT
U01035,H002,LOCATED_AT
U01036,H036,LOCATED_AT
U01037,BB061,LOCATED_AT
U01038,BB022,LOCATED_AT
U01039,H035,LOCATED_AT
U01040,H023,LOCATED_AT
U01041,H032,LOCATED_AT
U01042,H011,LOCATED_AT
U01043,BB057,LOCATED_AT
U01044,H021,LOCATED_AT
U01045,H030,LOCATED_AT
U01046,H034,LOCATED_AT
U01047,BB011,LOCATED_AT
U01048,H012,LOCATED_AT
U01049,H010,LOCATED_AT
U01050,BB078,LOCATED_AT
U01051,BB063,LOCATED_AT
U01052,H038,LOCATED_AT
U01053,BB089,LOCATED_AT
U01054,H014,LOCATED_AT
U01055,H009,LOCATED_AT
U01056,H010,LOCATED_AT
U01057,H031,LOCATED_AT
U01058,BB077,LOCATED_AT
U01059,H028,LOCATED_AT
U01060,BB025,LOCATED_AT
U01061,BB089,LOCATED_AT
U01062,BB021,LOCATED_AT
U01063,BB082,LOCATED_AT
U01064,BB037,LOCATED_AT
U01065,BB090,LOCATED_AT
U01066,BB036,LOCATED_AT
U01067,BB090,LOCATED_AT
U01068,H015,LOCATED_AT
U01069,H002,LOCATED_AT
U01070,H050,LOCATED_AT
U01071,BB092,LOCATED_AT
U01072,H011,LOCATED_AT
U01073,H045,LOCATED_AT
U01074,H044,LOCATED_AT
U01075,H034,LOCATED_AT
U01076,BB014,LOCATED_AT
U01077,H045,LOCATED_AT
U01078,BB065,LOCATED_AT
U01079,BB033,LOCATED_AT
U01080,BB006,LOCATED_AT
U01081,H035,LOCATED_AT
U01082,H003,LOCATED_AT
U01083,H020,LOCATED_AT
U01084,BB077,LOCATED_AT
U01085,H016,LOCATED_AT
U01086,BB097,LOCATED_AT
U01087,BB057,LOCATED_AT
U01088,H018,LOCATED_AT
U01089,BB008,LOCATED_AT
U01090,BB090,LOCATED_AT
U01091,BB001,LOCATED_AT
U01092,H050,LOCATED_AT
U01093,H020,LOCATED_AT
U01094,BB078,LOCATED_AT
U01095,BB025,LOCATED_AT
U01096,H031,LOCATED_AT
U01097,H047,LOCATED_AT
U01098,BB080,LOCATED_AT
U01099,H010,LOCATED_AT
U01100,H036,LOCATED_AT
U01101,H001,LOCATED_AT
U01102,H008,LOCATED_AT
U01103,H011,LOCATED_AT
U01104,BB084,LOCATED_AT
U01105,H015,LOCATED_AT
U01106,H015,LOCATED_AT
U01107,H035,LOCATED_AT
U01108,H036,LOCATED_AT
U01109,BB043,LOCATED_AT
U01110,BB031,LOCATED_AT
U01111,BB013,LOCATED_AT
U01112,H010,LOCATED_AT
U01113,H041,LOCATED_AT
U01114,H024,LOCATED_AT
U01115,H048,LOCATED_AT
U01116,BB098,LOCATED_AT
U01117,BB026,LOCATED_AT
U01118,BB041,LOCATED_AT
U01119,BB037,LOCATED_AT
U01120,H016,LOCATED_AT
U01121,H021,LOCATED_AT
U01122,BB020,LOCATED_AT
U01123,H005,LOCATED_AT
U01124,H015,LOCATED_AT
U01125,H031,LOCATED_AT
U01126,BB021,LOCATED_AT
U01127,BB020,LOCATED_AT
U01128,BB100,LOCATED_AT
U01129,H004,LOCATED_AT
U01130,BB090,LOCATED_AT
U01131,H019,LOCATED_AT
U01132,H025,LOCATED_AT
U01133,H021,LOCATED_AT
U01134,BB009,LOCATED_AT
U01135,H033,LOCATED_AT
U01136,H004,LOCATED_AT
U01137,H021,LOCATED_AT
U01138,H035,LOCATED_AT
U01139,BB058,LOCATED_AT
U01140,BB075,LOCATED_AT
U01141,BB064,LOCATED_AT
U01142,BB018,LOCATED_AT
U01143,BB020,LOCATED_AT
U01144,BB038,LOCATED_AT
U01145,H044,LOCATED_AT
U01146,BB019,LOCATED_AT
U01147,H022,LOCATED_AT
U01148,H044,LOCATED_AT
U01149,BB053,LOCATED_AT
U01150,H011,LOCATED_AT
U01151,H037,LOCATED_AT
U01152,BB013,LOCATED_AT
U01153,BB096,LOCATED_AT
U01154,BB091,LOCATED_AT
U01155,H043,LOCATED_AT
U01156,H002,LOCATED_AT
U01157,H021,LOCATED_AT
U01158,H022,LOCATED_AT
U01159,BB012,LOCATED_AT
U01160,H027,LOCATED_AT
U01161,BB056,LOCATED_AT
U01162,BB021,LOCATED_AT
U01163,H002,LOCATED_AT
U01164,H031,LOCATED_AT
U01165,H014,LOCATED_AT
U01166,BB071,LOCATED_AT
U01167,H037,LOCATED_AT
U01168,H047,LOCATED_AT
U01169,H011,LOCATED_AT
U01170,BB005,LOCATED_AT
U01171,H045,LOCATED_AT
U01172,H050,LOCATED_AT
U01173,BB099,LOCATED_AT
U01174,BB058,LOCATED_AT
U01175,BB038,LOCATED_AT
U01176,BB082,LOCATED_AT
U01177,H010,LOCATED_AT
U01178,BB036,LOCATED_AT
U01179,H013,LOCATED_AT
U01180,BB049,LOCATED_AT
U01181,BB046,LOCATED_AT
U01182,BB091,LOCATED_AT
U01183,H032,LOCATED_AT
U01184,BB019,LOCATED_AT
U01185,BB096,LOCATED_AT
U01186,BB012,LOCATED_AT
U01187,BB074,LOCATED_AT
U01188,H031,LOCATED_AT
U01189,BB020,LOCATED_AT
U01190,BB061,LOCATED_AT
U01191,BB062,LOCATED_AT
U01192,BB004,LOCATED_AT
U01193,H012,LOCATED_AT
U01194,BB100,LOCATED_AT
U01195,H050,LOCATED_AT
U01196,H010,LOCATED_AT
U01197,H029,LOCATED_AT
U01198,BB009,LOCATED_AT
U01199,H005,LOCATED_AT
U01200,BB061,LOCATED_AT
U01201,H017,LOCATED_AT
U01202,H012,LOCATED_AT
U01203,BB069,LOCATED_AT
U01204,H032,LOCATED_AT
U01205,BB002,LOCATED_AT
U01206,H045,LOCATED_AT
U01207,BB019,LOCATED_AT
U01208,H016,LOCATED_AT
U01209,H011,LOCATED_AT
U01210,H012,LOCATED_AT
U01211,BB017,LOCATED_AT
U01212,BB100,LOCATED_AT
U01213,BB061,LOCATED_AT
U01214,BB097,LOCATED_AT
U01215,H027,LOCATED_AT
U01216,H013,LOCATED_AT
U01217,H029,LOCATED_AT
U01218,H034,LOCATED_AT
U01219,H035,LOCATED_AT
U01220,BB027,LOCATED_AT
U01221,H001,LOCATED_AT
U01222,H014,LOCATED_AT
U01223,BB023,LOCATED_AT
U01224,H045,LOCATED_AT
U01225,H050,LOCATED_AT
U01226,BB076,LOCATED_AT
U01227,BB036,LOCATED_AT
U01228,H020,LOCATED_AT
U01229,H042,LOCATED_AT
U01230,H004,LOCATED_AT
U01231,H048,LOCATED_AT
U01232,H010,LOCATED_AT
U01233,BB019,LOCATED_AT
U01234,H049,LOCATED_AT
U01235,BB076,LOCATED_AT
U01236,H021,LOCATED_AT
U01237,BB028,LOCATED_AT
U01238,BB003,LOCATED_AT
U01239,H005,LOCATED_AT
U01240,BB047,LOCATED_AT
U01241,H018,LOCATED_AT
U01242,BB096,LOCATED_AT
U01243,BB029,LOCATED_AT
U01244,BB005,LOCATED_AT
U01245,BB077,LOCATED_AT
U01246,H042,LOCATED_AT
U01247,BB046,LOCATED_AT
U01248,H044,LOCATED_AT
U01249,BB022,LOCATED_AT
U01250,H022,LOCATED_AT
U01251,BB065,LOCATED_AT
U01252,H015,LOCATED_AT
U01253,BB046,LOCATED_AT
U01254,H042,LOCATED_AT
U01255,H033,LOCATED_AT
U01256,H031,LOCATED_AT
U01257,BB083,LOCATED_AT
U01258,BB045,LOCATED_AT
U01259,BB017,LOCATED_AT
U01260,BB003,LOCATED_AT
U01261,H050,LOCATED_AT
U01262,H030,LOCATED_AT
U01263,BB061,LOCATED_AT
U01264,BB050,LOCATED_AT
U01265,H034,LOCATED_AT
U01266,BB083,LOCATED_AT
U01267,H019,LOCATED_AT
U01268,BB004,LOCATED_AT
U01269,H040,LOCATED_AT
U01270,BB002,LOCATED_AT
U01271,BB074,LOCATED_AT
U01272,BB009,LOCATED_AT
U01273,BB081,LOCATED_AT
U01274,BB084,LOCATED_AT
U01275,H015,LOCATED_AT
U01276,H027,LOCATED_AT
U01277,BB087,LOCATED_AT
U01278,BB021,LOCATED_AT
U01279,BB001,LOCATED_AT
U01280,BB009,LOCATED_AT
U01281,BB037,LOCATED_AT
U01282,BB061,LOCATED_AT
U01283,H038,LOCATED_AT
U01284,H029,LOCATED_AT
U01285,BB077,LOCATED_AT
U01286,H038,LOCATED_AT
U01287,BB062,LOCATED_AT
U01288,BB024,LOCATED_AT
U01289,BB013,LOCATED_AT
U01290,BB002,LOCATED_AT
U01291,BB058,LOCATED_AT
U01292,H038,LOCATED_AT
U01293,BB083,LOCATED_AT
U01294,H045,LOCATED_AT
U01295,H023,LOCATED_AT
U01296,H024,LOCATED_AT
U01297,H039,LOCATED_AT
U01298,BB027,LOCATED_AT
U01299,BB029,LOCATED_AT
U01300,H006,LOCATED_AT
U01301,H033,LOCATED_AT
U01302,H036,LOCATED_AT
U01303,BB061,LOCATED_AT
U01304,H045,LOCATED_AT
U01305,BB034,LOCATED_AT
U01306,H038,LOCATED_AT
U01307,H030,LOCATED_AT
U01308,H048,LOCATED_AT
U01309,BB028,LOCATED_AT
U01310,H002,LOCATED_AT
U01311,H044,LOCATED_AT
U01312,H013,LOCATED_AT
U01313,BB057,LOCATED_AT
U01314,H011,LOCATED_AT
U01315,H018,LOCATED_AT
U01316,H030,LOCATED_AT
U01317,H008,LOCATED_AT
U01318,H049,LOCATED_AT
U01319,H011,LOCATED_AT
U01320,H006,LOCATED_AT
U01321,H046,LOCATED_AT
U01322,H029,LOCATED_AT
U01323,BB001,LOCATED_AT
U01324,BB047,LOCATED_AT
U01325,BB086,LOCATED_AT
U01326,H014,LOCATED_AT
U01327,BB074,LOCATED_AT
U01328,BB010,LOCATED_AT
U01329,H008,LOCATED_AT
U01330,H008,LOCATED_AT
U01331,BB018,LOCATED_AT
U01332,BB077,LOCATED_AT
U01333,H036,LOCATED_AT
U01334,H033,LOCATED_AT
U01335,BB057,LOCATED_AT
U01336,H036,LOCATED_AT
U01337,BB027,LOCATED_AT
U01338,H036,LOCATED_AT
U01339,H003,LOCATED_AT
U01340,BB022,LOCATED_AT
U01341,H033,LOCATED_AT
U01342,BB095,LOCATED_AT
U01343,H026,LOCATED_AT
U01344,H045,LOCATED_AT
U01345,H046,LOCATED_AT
U01346,H002,LOCATED_AT
U01347,H017,LOCATED_AT
U01348,BB002,LOCATED_AT
U01349,H006,LOCATED_AT
U01350,BB066,LOCATED_AT
U01351,BB083,LOCATED_AT
U01352,BB041,LOCATED_AT
U01353,H018,LOCATED_AT
U01354,BB005,LOCATED_AT
U01355,BB014,LOCATED_AT
U01356,H037,LOCATED_AT
U01357,BB094,LOCATED_AT
U01358,H002,LOCATED_AT
U01359,BB031,LOCATED_AT
U01360,H049,LOCATED_AT
U01361,BB085,LOCATED_AT
U01362,BB067,LOCATED_AT
U01363,BB011,LOCATED_AT
U01364,BB072,LOCATED_AT
U01365,BB003,LOCATED_AT
U01366,H025,LOCATED_AT
U01367,BB038,LOCATED_AT
U01368,BB014,LOCATED_AT
U01369,H026,LOCATED_AT
U01370,H045,LOCATED_AT
U01371,BB042,LOCATED_AT
U01372,BB024,LOCATED_AT
U01373,H050,LOCATED_AT
U01374,BB096,LOCATED_AT
U01375,H028,LOCATED_AT
U01376,H044,LOCATED_AT
U01377,BB023,LOCATED_AT
U01378,H008,LOCATED_AT
U01379,H040,LOCATED_AT
U01380,BB078,LOCATED_AT
U01381,H015,LOCATED_AT
U01382,H011,LOCATED_AT
U01383,H025,LOCATED_AT
U01384,BB007,LOCATED_AT
U01385,H050,LOCATED_AT
U01386,BB003,LOCATED_AT
U01387,BB034,LOCATED_AT
U01388,BB062,LOCATED_AT
U01389,BB041,LOCATED_AT
U01390,BB037,LOCATED_AT
U01391,BB046,LOCATED_AT
U01392,H028,LOCATED_AT
U01393,BB050,LOCATED_AT
U01394,H018,LOCATED_AT
U01395,BB017,LOCATED_AT
U01396,H029,LOCATED_AT
U01397,H045,LOCATED_AT
U01398,BB004,LOCATED_AT
U01399,H032,LOCATED_AT
U01400,H024,LOCATED_AT
U01401,H044,LOCATED_AT
U01402,BB020,LOCATED_AT
U01403,H030,LOCATED_AT
U01404,BB055,LOCATED_AT
U01405,H031,LOCATED_AT
U01406,BB039,LOCATED_AT
U01407,BB037,LOCATED_AT
U01408,H027,LOCATED_AT
U01409,BB074,LOCATED_AT
U01410,BB053,LOCATED_AT
U01411,BB026,LOCATED_AT
U01412,BB072,LOCATED_AT
U01413,BB073,LOCATED_AT
U01414,H031,LOCATED_AT
U01415,H013,LOCATED_AT
U01416,BB092,LOCATED_AT
U01417,H025,LOCATED_AT
U01418,BB010,LOCATED_AT
U01419,BB085,LOCATED_AT
U01420,BB087,LOCATED_AT
U01421,BB021,LOCATED_AT
U01422,H027,LOCATED_AT
U01423,H032,LOCATED_AT
U01424,BB077,LOCATED_AT
U01425,H025,LOCATED_AT
U01426,H030,LOCATED_AT
U01427,BB052,LOCATED_AT
U01428,H007,LOCATED_AT
U01429,BB074,LOCATED_AT
U01430,H044,LOCATED_AT
U01431,BB041,LOCATED_AT
U01432,BB022,LOCATED_AT
U01433,H045,LOCATED_AT
U01434,H035,LOCATED_AT
U01435,BB033,LOCATED_AT
U01436,H019,LOCATED_AT
U01437,H032,LOCATED_AT
U01438,BB014,LOCATED_AT
U01439,BB055,LOCATED_AT
U01440,BB014,LOCATED_AT
U01441,H012,LOCATED_AT
U01442,H025,LOCATED_AT
U01443,BB068,LOCATED_AT
U01444,BB039,LOCATED_AT
U01445,H042,LOCATED_AT
U01446,BB061,LOCATED_AT
U01447,BB016,LOCATED_AT
U01448,H044,LOCATED_AT
U01449,BB006,LOCATED_AT
U01450,H022,LOCATED_AT
U01451,BB076,LOCATED_AT
U01452,BB013,LOCATED_AT
U01453,H026,LOCATED_AT
U01454,H003,LOCATED_AT
U01455,H047,LOCATED_AT
U01456,H049,LOCATED_AT
U01457,BB022,LOCATED_AT
U01458,BB015,LOCATED_AT
U01459,H006,LOCATED_AT
U01460,BB088,LOCATED_AT
U01461,BB028,LOCATED_AT
U01462,BB079,LOCATED_AT
U01463,H044,LOCATED_AT
U01464,H050,LOCATED_AT
U01465,H047,LOCATED_AT
U01466,H047,LOCATED_AT
U01467,BB093,LOCATED_AT
U01468,BB022,LOCATED_AT
U01469,BB015,LOCATED_AT
U01470,BB050,LOCATED_AT
U01471,H027,LOCATED_AT
U01472,BB025,LOCATED_AT
U01473,H043,LOCATED_AT
U01474,BB010,LOCATED_AT
U01475,BB096,LOCATED_AT
U01476,H039,LOCATED_AT
U01477,BB013,LOCATED_AT
U01478,H007,LOCATED_AT
U01479,H022,LOCATED_AT
U01480,BB022,LOCATED_AT
U01481,H030,LOCATED_AT
U01482,BB055,LOCATED_AT
U01483,BB011,LOCATED_AT
U01484,BB065,LOCATED_AT
U01485,H042,LOCATED_AT
U01486,H020,LOCATED_AT
U01487,BB030,LOCATED_AT
U01488,BB049,LOCATED_AT
U01489,H035,LOCATED_AT
U01490,BB072,LOCATED_AT
U01491,BB055,LOCATED_AT
U01492,BB017,LOCATED_AT
U01493,H047,LOCATED_AT
U01494,BB031,LOCATED_AT
U01495,BB063,LOCATED_AT
U01496,H033,LOCATED_AT
U01497,BB026,LOCATED_AT
U01498,H009,LOCATED_AT
U01499,BB063,LOCATED_AT
U01500,H039,LOCATED_AT
U01501,H004,LOCATED_AT
U01502,BB037,LOCATED_AT
U01503,H032,LOCATED_AT
U01504,H017,LOCATED_AT
U01505,BB043,LOCATED_AT
U01506,H004,LOCATED_AT
U01507,BB006,LOCATED_AT
U01508,BB061,LOCATED_AT
U01509,H014,LOCATED_AT
U01510,H002,LOCATED_AT
U01511,BB083,LOCATED_AT
U01512,BB061,LOCATED_AT
U01513,BB052,LOCATED_AT
U01514,BB066,LOCATED_AT
U01515,BB096,LOCATED_AT
U01516,BB098,LOCATED_AT
U01517,BB009,LOCATED_AT
U01518,BB038,LOCATED_AT
U01519,H049,LOCATED_AT
U01520,BB100,LOCATED_AT
U01521,BB028,LOCATED_AT
U01522,H044,LOCATED_AT
U01523,BB077,LOCATED_AT
U01524,BB076,LOCATED_AT
U01525,BB008,LOCATED_AT
U01526,H025,LOCATED_AT
U01527,BB004,LOCATED_AT
U01528,H029,LOCATED_AT
U01529,BB026,LOCATED_AT
U01530,H019,LOCATED_AT
U01531,H021,LOCATED_AT
U01532,H024,LOCATED_AT
U01533,BB003,LOCATED_AT
U01534,BB038,LOCATED_AT
U01535,H012,LOCATED_AT
U01536,H042,LOCATED_AT
U01537,BB046,LOCATED_AT
U01538,H012,LOCATED_AT
U01539,BB015,LOCATED_AT
U01540,H013,LOCATED_AT
U01541,H008,LOCATED_AT
U01542,BB078,LOCATED_AT
U01543,H033,LOCATED_AT
U01544,BB070,LOCATED_AT
U01545,H046,LOCATED_AT
U01546,H032,LOCATED_AT
U01547,BB038,LOCATED_AT
U01548,H035,LOCATED_AT
U01549,H027,LOCATED_AT
U01550,BB035,LOCATED_AT
U01551,BB022,LOCATED_AT
U01552,BB029,LOCATED_AT
U01553,BB013,LOCATED_AT
U01554,H020,LOCATED_AT
U01555,H020,LOCATED_AT
U01556,H040,LOCATED_AT
U01557,BB005,LOCATED_AT
U01558,BB059,LOCATED_AT
U01559,H002,LOCATED_AT
U01560,H033,LOCATED_AT
U01561,BB019,LOCATED_AT
U01562,BB019,LOCATED_AT
U01563,H035,LOCATED_AT
U01564,BB071,LOCATED_AT
U01565,H010,LOCATED_AT
U01566,H014,LOCATED_AT
U01567,BB058,LOCATED_AT
U01568,H039,LOCATED_AT
U01569,BB086,LOCATED_AT
U01570,BB058,LOCATED_AT
U01571,BB083,LOCATED_AT
U01572,H010,LOCATED_AT
U01573,BB073,LOCATED_AT
U01574,BB005,LOCATED_AT
U01575,BB025,LOCATED_AT
U01576,BB053,LOCATED_AT
U01577,BB064,LOCATED_AT
U01578,BB033,LOCATED_AT
U01579,BB026,LOCATED_AT
U01580,H043,LOCATED_AT
U01581,H018,LOCATED_AT
U01582,H032,LOCATED_AT
U01583,BB087,LOCATED_AT
U01584,BB082,LOCATED_AT
U01585,BB086,LOCATED_AT
U01586,H006,LOCATED_AT
U01587,BB004,LOCATED_AT
U01588,BB084,LOCATED_AT
U01589,H042,LOCATED_AT
U01590,BB014,LOCATED_AT
U01591,H037,LOCATED_AT
U01592,H004,LOCATED_AT
U01593,H039,LOCATED_AT
U01594,H049,LOCATED_AT
U01595,BB033,LOCATED_AT
U01596,BB070,LOCATED_AT
U01597,BB020,LOCATED_AT
U01598,BB088,LOCATED_AT
U01599,BB053,LOCATED_AT
U01600,H004,LOCATED_AT
U01601,H023,LOCATED_AT
U01602,BB084,LOCATED_AT
U01603,H028,LOCATED_AT
U01604,BB066,LOCATED_AT
U01605,H002,LOCATED_AT
U01606,BB074,LOCATED_AT
U01607,BB070,LOCATED_AT
U01608,BB032,LOCATED_AT
U01609,H042,LOCATED_AT
U01610,H026,LOCATED_AT
U01611,BB061,LOCATED_AT
U01612,BB042,LOCATED_AT
U01613,H032,LOCATED_AT
U01614,H001,LOCATED_AT
U01615,H006,LOCATED_AT
U01616,BB003,LOCATED_AT
U01617,BB040,LOCATED_AT
U01618,H018,LOCATED_AT
U01619,BB069,LOCATED_AT
U01620,BB006,LOCATED_AT
U01621,BB081,LOCATED_AT
U01622,H044,LOCATED_AT
U01623,H048,LOCATED_AT
U01624,H007,LOCATED_AT
U01625,BB095,LOCATED_AT
U01626,H039,LOCATED_AT
U01627,BB069,LOCATED_AT
U01628,H012,LOCATED_AT
U01629,H042,LOCATED_AT
U01630,BB004,LOCATED_AT
U01631,BB091,LOCATED_AT
U01632,H004,LOCATED_AT
U01633,H009,LOCATED_AT
U01634,BB023,LOCATED_AT
U01635,BB053,LOCATED_AT
U01636,BB076,LOCATED_AT
U01637,BB092,LOCATED_AT
U01638,H034,LOCATED_AT
U01639,H028,LOCATED_AT
U01640,BB065,LOCATED_AT
U01641,H040,LOCATED_AT
U01642,BB089,LOCATED_AT
U01643,H022,LOCATED_AT
U01644,BB075,LOCATED_AT
U01645,BB010,LOCATED_AT
U01646,H040,LOCATED_AT
U01647,H026,LOCATED_AT
U01648,H003,LOCATED_AT
U01649,BB041,LOCATED_AT
U01650,BB003,LOCATED_AT
U01651,H043,LOCATED_AT
U01652,BB050,LOCATED_AT
U01653,BB027,LOCATED_AT
U01654,BB076,LOCATED_AT
U01655,BB034,LOCATED_AT
U01656,BB025,LOCATED_AT
U01657,BB082,LOCATED_AT
U01658,H029,LOCATED_AT
U01659,H032,LOCATED_AT
U01660,BB024,LOCATED_AT
U01661,H033,LOCATED_AT
U01662,H005,LOCATED_AT
U01663,H026,LOCATED_AT
U01664,BB009,LOCATED_AT
U01665,BB063,LOCATED_AT
U01666,BB055,LOCATED_AT
U01667,BB088,LOCATED_AT
U01668,BB015,LOCATED_AT
U01669,BB052,LOCATED_AT
U01670,BB068,LOCATED_AT
U01671,BB042,LOCATED_AT
U01672,BB009,LOCATED_AT
U01673,BB063,LOCATED_AT
U01674,BB058,LOCATED_AT
U01675,BB038,LOCATED_AT
U01676,BB058,LOCATED_AT
U01677,BB025,LOCATED_AT
U01678,H002,LOCATED_AT
U01679,BB037,LOCATED_AT
U01680,BB098,LOCATED_AT
U01681,BB023,LOCATED_AT
U01682,BB073,LOCATED_AT
U01683,BB096,LOCATED_AT
U01684,BB032,LOCATED_AT
U01685,H005,LOCATED_AT
U01686,BB077,LOCATED_AT
U01687,H028,LOCATED_AT
U01688,BB052,LOCATED_AT
U01689,BB098,LOCATED_AT
U01690,BB012,LOCATED_AT
U01691,BB045,LOCATED_AT
U01692,H048,LOCATED_AT
U01693,H009,LOCATED_AT
